num_edge,win_rate,error
64,0.18312,0.0017296650866569518
65,0.1788,0.0017136543408750786
66,0.18382,0.0017322252024491505
67,0.18168,0.0017243687401481158
68,0.18398,0.0017328090466061168
69,0.18118,0.0017225202907368029
70,0.17882,0.001713729311180736
71,0.1798,0.001717393140780526
72,0.18304,0.0017293718998526604
73,0.18268,0.0017280510270243758
74,0.17968,0.0017169455297125766
75,0.18088,0.0017214088741493115
76,0.18084,0.0017212605520373723
77,0.1816,0.0017240733163064732
78,0.18728,0.0017447418238811152
79,0.18386,0.001732371209643014
80,0.18366,0.0017316408657686501
81,0.18294,0.0017290052423286633
82,0.18156,0.0017239255575575182
83,0.18162,0.0017241471839724125
84,0.1841,0.0017332466068046982
85,0.18062,0.0017204442193805647
86,0.18208,0.0017258439883141232
87,0.1817,0.001724442576602654
88,0.18084,0.0017212605520373723
89,0.18208,0.0017258439883141232
90,0.18346,0.0017309097515468565
91,0.1823,0.0017266540475729352
92,0.1794,0.0017158999970860772
93,0.18176,0.0017246640391682085
94,0.1823,0.0017266540475729352
95,0.18276,0.0017283447711611247
96,0.18502,0.001736592062633018
97,0.18164,0.0017242210438339976
98,0.1818,0.0017248116418902095
99,0.17976,0.0017172439686893646
100,0.18324,0.0017301046349859884
101,0.1816,0.0017240733163064732
102,0.18096,0.0017217054242814013
103,0.18296,0.0017290785893070333
104,0.18086,0.0017213347170146774
105,0.18238,0.0017269483813941863
106,0.18602,0.0017402100999591975
107,0.18276,0.0017283447711611247
108,0.181,0.0017218536523177573
109,0.17864,0.001713054292192749
110,0.18274,0.0017282713467508509
111,0.18354,0.0017312022897397058
112,0.18356,0.0017312754050121547
113,0.18014,0.0017186598290528583
114,0.18344,0.0017308365977179937
115,0.18186,0.0017250329875106735
116,0.1803,0.001719255129409245
117,0.18142,0.0017234081559514565
118,0.18312,0.0017296650866569518
119,0.18142,0.0017234081559514565
120,0.18364,0.0017315677890281972
121,0.18382,0.0017322252024491505
122,0.18288,0.0017287851549570874
123,0.18208,0.0017258439883141232
124,0.18256,0.0017276101782520267
125,0.18248,0.0017273161239333118
126,0.18538,0.0017378967495222492
127,0.18298,0.0017291519285476335
128,0.18234,0.0017268012300204097
129,0.1835,0.0017310560360658462
130,0.1828,0.00172849159673977
131,0.18144,0.0017234820939017615
132,0.18508,0.0017368096821471259
133,0.1838,0.0017321521873091866
134,0.18226,0.0017265068340438158
135,0.1813,0.001722964364112038
136,0.18056,0.0017202214183063762
137,0.18246,0.0017272425909524115
138,0.182,0.001725549187939886
139,0.17932,0.0017156009885751407
140,0.18048,0.0017199242401919916
141,0.18376,0.00173200613393833
142,0.18188,0.0017251067537981525
143,0.17998,0.0017180640244181822
144,0.18542,0.0017380415622188096
145,0.18002,0.0017182130228816216
146,0.1808,0.001721112198550693
147,0.18416,0.0017334652831827928
148,0.18172,0.0017245164052568476
149,0.18358,0.001731348512576252
150,0.18386,0.001732371209643014
151,0.1847,0.001735430263652216
152,0.17982,0.0017174677149804011
153,0.1806,0.0017203699602120468
154,0.18184,0.0017249592134308566
155,0.18594,0.0017399213568434638
156,0.17986,0.0017176168396938825
157,0.18082,0.0017211863792163822
158,0.1824,0.0017270219454309202
159,0.18232,0.0017267276426813814
160,0.1818,0.0017248116418902095
161,0.18396,0.001732736093004356
162,0.1803,0.001719255129409245
163,0.18224,0.0017264332156211547
164,0.18068,0.0017206669497610513
165,0.18162,0.0017241471839724125
166,0.1804,0.0017196269362858912
167,0.18056,0.0017202214183063762
168,0.18346,0.0017309097515468565
169,0.18402,0.001732954930746902
170,0.18214,0.0017260650068870525
171,0.18278,0.0017284181878237685
172,0.1802,0.0017188831257534643
173,0.1816,0.0017240733163064732
174,0.1832,0.0017299581497828207
175,0.182,0.001725549187939886
176,0.18412,0.001733319506611519
177,0.17828,0.001711702319914301
178,0.18048,0.0017199242401919916
179,0.18312,0.0017296650866569518
180,0.18226,0.0017265068340438158
181,0.17926,0.001715376649019101
182,0.1853,0.0017376070326745343
183,0.18116,0.0017224462511207716
184,0.18084,0.0017212605520373723
185,0.1836,0.001731421612432974
186,0.18246,0.0017272425909524115
187,0.17884,0.0017138042735388426
188,0.18558,0.0017386205083341217
189,0.1764,0.0017045998944033758
190,0.1841,0.0017332466068046982
191,0.18056,0.0017202214183063762
192,0.18118,0.0017225202907368029
193,0.1835,0.0017310560360658462
194,0.17926,0.001715376649019101
195,0.18342,0.0017307634361749152
196,0.18198,0.0017254754683854534
197,0.18156,0.0017239255575575182
198,0.18278,0.0017284181878237685
199,0.18142,0.0017234081559514565
200,0.18422,0.0017336838904483136
201,0.18,0.0017181385275931624
202,0.18098,0.0017217795422178764
203,0.18128,0.001722890371439808
204,0.18156,0.0017239255575575182
205,0.18442,0.0017344120825224898
206,0.18052,0.0017200728449690728
207,0.18272,0.00172819791459196
208,0.18256,0.0017276101782520267
209,0.1816,0.0017240733163064732
210,0.18246,0.0017272425909524115
211,0.1821,0.0017259176689517956
212,0.18094,0.0017216312985073197
213,0.1827,0.0017281244746834643
214,0.1837,0.0017317869961401143
215,0.18276,0.0017283447711611247
216,0.18206,0.0017257702998950933
217,0.18144,0.0017234820939017615
218,0.18282,0.0017285649979101162
219,0.18688,0.0017433064308950393
220,0.18236,0.0017268748095910138
221,0.18068,0.0017206669497610513
222,0.18242,0.0017270955017022074
223,0.1797,0.001717020151308656
224,0.18262,0.0017278306375336676
225,0.18142,0.0017234081559514565
226,0.18144,0.0017234820939017615
227,0.17898,0.001714328787601725
228,0.18312,0.0017296650866569518
229,0.17868,0.001713204352084129
230,0.18394,0.001732663131713721
231,0.18386,0.001732371209643014
