red proportion,win rate,error
0.01,0.89236,0.0013860276360881118
0.02,0.89548,0.0013681781287537085
0.03,0.8961,0.001364586310938227
0.04,0.90258,0.001326117216538568
0.05,0.90596,0.0013053465317684804
0.06,0.90716,0.001297850025234041
0.07,0.91,0.0012798437404620924
0.08,0.91002,0.0012797155902777768
0.09,0.91084,0.0012744449332944912
0.1,0.9141,0.0012531655118139821
0.11,0.91594,0.0012409183405849074
0.12,0.91848,0.0012237196541692058
0.13,0.92188,0.0012001438713754278
0.14,0.92076,0.0012079819733754307
0.15,0.92246,0.001196056423418227
0.16,0.92642,0.0011676128091109652
0.17,0.92604,0.0011703838549809204
0.18,0.92736,0.0011607190047552426
0.19,0.92722,0.0011617492982567276
0.2,0.93074,0.0011354563170813748
0.21,0.93032,0.0011386368832951089
0.22,0.92938,0.001145712141857631
0.23,0.93178,0.0011275285504145779
0.24,0.93176,0.0011276817139601047
0.25,0.9352,0.0011009174355963301
0.26,0.936,0.001094568408095172
0.27,0.93524,0.0011006011302919876
0.28,0.93726,0.0010844693854600046
0.29,0.93576,0.001096478202245717
0.3,0.93898,0.0010704817569673942
0.31,0.93854,0.0010740825703827426
0.32,0.93904,0.0010699895177056643
0.33,0.94206,0.0010448249269614503
0.34,0.93976,0.001064059607352896
0.35000000000000003,0.94076,0.0010557520769574641
0.36,0.94118,0.0010522376879773883
0.37,0.9424,0.0010419428007333222
0.38,0.94218,0.0010438088675614897
0.39,0.94294,0.0010373442668661162
0.4,0.94336,0.0010337495866988293
0.41000000000000003,0.94222,0.0010434698999012865
0.42,0.94482,0.0010211284698802595
0.43,0.94494,0.0010200823143256626
0.44,0.9464,0.0010072441610652302
0.45,0.94722,0.0009999427143591781
0.46,0.94522,0.0010176360017216377
0.47000000000000003,0.94678,0.0010038688320692104
0.48,0.94692,0.001002621699346269
0.49,0.94804,0.0009925740113462572
0.5,0.94828,0.0009904043780194027
0.51,0.9499,0.0009756022755201019
0.52,0.94976,0.0009768924444379734
0.53,0.94992,0.0009754177935633532
0.54,0.94962,0.0009781805109487715
0.55,0.94898,0.000984042271449758
0.56,0.94892,0.000984589595719963
0.5700000000000001,0.95106,0.0009648303104691517
0.58,0.95028,0.0009720897242538879
0.59,0.95154,0.0009603294059852583
0.6,0.94986,0.0009759711102281662
0.61,0.95368,0.0009399410364485638
0.62,0.95274,0.0009489625113775566
0.63,0.95182,0.0009576918878219655
0.64,0.9521,0.0009550454439449471
0.65,0.9518,0.000957880577107606
0.66,0.95272,0.0009491533237575476
0.67,0.95316,0.0009449445952012213
0.68,0.95234,0.0009527699029671334
0.6900000000000001,0.95378,0.0009389750965813741
0.7000000000000001,0.9518,0.000957880577107606
0.71,0.95282,0.0009481987935027127
0.72,0.9532,0.0009445608503426337
0.73,0.95416,0.0009352934769365174
0.74,0.95348,0.0009418693072820667
0.75,0.9521,0.0009550454439449471
0.76,0.95414,0.0009354876845795461
0.77,0.9538,0.0009387817637768643
0.78,0.95432,0.00093373805320336
0.79,0.95392,0.0009376207506236198
0.8,0.95188,0.0009571255466238486
0.81,0.95328,0.0009437927908179844
0.8200000000000001,0.95232,0.0009529597850906401
0.8300000000000001,0.95242,0.0009520099117131078
0.84,0.95266,0.0009497254803362922
0.85,0.95146,0.0009610813534763852
0.86,0.9502,0.000972830509389996
0.87,0.95208,0.0009552347732364015
0.88,0.95096,0.0009657647581062375
0.89,0.9474,0.0009983310072315692
0.9,0.9467,0.0010045806090105463
0.91,0.94624,0.0010086611165302252
0.92,0.94276,0.0010388799969197593
0.93,0.9397,0.0010645554001553889
0.9400000000000001,0.93614,0.001093452334580708
0.9500000000000001,0.93296,0.0011184421165174351
0.96,0.92734,0.0011608662661995134
0.97,0.92066,0.0012086783227972608
0.98,0.9141,0.0012531655118139821
0.99,0.90486,0.0013121614260448292
1.0,0.88836,0.0014083785741056982
