m_barabasi_albert,red_ratio,mafia_win_rate
14,0.85,0.48
14,0.86,0.51
14,0.87,0.36
14,0.88,0.37
14,0.89,0.47
14,0.9,0.44
14,0.91,0.39
14,0.92,0.32
14,0.93,0.38
14,0.94,0.39
14,0.95,0.48
14,0.96,0.29
14,0.97,0.42
14,0.98,0.4
14,0.99,0.44
14,1.0,0.32
15,0.01,0.59
15,0.02,0.71
15,0.03,0.63
15,0.04,0.67
15,0.05,0.72
15,0.06,0.66
15,0.07,0.64
15,0.08,0.62
15,0.09,0.68
15,0.1,0.72
15,0.11,0.66
15,0.12,0.54
15,0.13,0.62
15,0.14,0.63
15,0.15,0.7
15,0.16,0.69
15,0.17,0.6
15,0.18,0.69
15,0.19,0.68
15,0.2,0.75
15,0.21,0.73
15,0.22,0.69
15,0.23,0.72
15,0.24,0.69
15,0.25,0.82
15,0.26,0.69
15,0.27,0.72
15,0.28,0.68
15,0.29,0.75
15,0.3,0.71
15,0.31,0.69
15,0.32,0.7
15,0.33,0.77
15,0.34,0.82
15,0.35,0.59
15,0.36,0.58
15,0.37,0.7
15,0.38,0.78
15,0.39,0.7
15,0.4,0.73
15,0.41,0.73
15,0.42,0.7
15,0.43,0.71
15,0.44,0.65
15,0.45,0.59
15,0.46,0.61
15,0.47,0.65
15,0.48,0.65
15,0.49,0.71
15,0.5,0.68
15,0.51,0.63
15,0.52,0.7
15,0.53,0.63
15,0.54,0.63
15,0.55,0.58
15,0.56,0.7
15,0.57,0.59
15,0.58,0.66
15,0.59,0.64
15,0.6,0.55
15,0.61,0.53
15,0.62,0.63
15,0.63,0.61
15,0.64,0.67
15,0.65,0.61
15,0.66,0.67
15,0.67,0.56
15,0.68,0.66
15,0.69,0.64
15,0.7,0.56
15,0.71,0.52
15,0.72,0.55
15,0.73,0.5
15,0.74,0.53
15,0.75,0.54
15,0.76,0.49
15,0.77,0.44
15,0.78,0.38
15,0.79,0.38
15,0.8,0.52
15,0.81,0.47
15,0.82,0.41
15,0.83,0.39
15,0.84,0.39
15,0.85,0.37
15,0.86,0.35
15,0.87,0.4
15,0.88,0.37
15,0.89,0.48
15,0.9,0.39
15,0.91,0.4
15,0.92,0.4
15,0.93,0.32
15,0.94,0.38
15,0.95,0.41
15,0.96,0.43
15,0.97,0.42
15,0.98,0.31
15,0.99,0.44
15,1.0,0.43
16,0.01,0.65
16,0.02,0.67
16,0.03,0.68
16,0.04,0.66
16,0.05,0.66
16,0.06,0.6
16,0.07,0.72
16,0.08,0.71
16,0.09,0.67
16,0.1,0.71
16,0.11,0.74
16,0.12,0.74
16,0.13,0.62
16,0.14,0.77
16,0.15,0.63
16,0.16,0.74
16,0.17,0.67
16,0.18,0.78
16,0.19,0.77
16,0.2,0.75
16,0.21,0.69
16,0.22,0.75
16,0.23,0.74
16,0.24,0.71
16,0.25,0.75
16,0.26,0.7
16,0.27,0.71
16,0.28,0.65
16,0.29,0.63
16,0.3,0.73
16,0.31,0.81
16,0.32,0.81
16,0.33,0.61
16,0.34,0.77
16,0.35,0.78
16,0.36,0.69
16,0.37,0.71
16,0.38,0.73
16,0.39,0.73
16,0.4,0.72
16,0.41,0.77
16,0.42,0.72
16,0.43,0.7
16,0.44,0.75
16,0.45,0.71
16,0.46,0.74
16,0.47,0.69
16,0.48,0.66
16,0.49,0.62
16,0.5,0.66
16,0.51,0.71
16,0.52,0.66
16,0.53,0.67
16,0.54,0.64
16,0.55,0.71
16,0.56,0.67
16,0.57,0.63
16,0.58,0.52
16,0.59,0.59
16,0.6,0.56
16,0.61,0.58
16,0.62,0.55
16,0.63,0.61
16,0.64,0.59
16,0.65,0.42
16,0.66,0.55
16,0.67,0.51
16,0.68,0.59
16,0.69,0.49
16,0.7,0.53
16,0.71,0.52
16,0.72,0.45
16,0.73,0.45
16,0.74,0.5
16,0.75,0.44
16,0.76,0.47
16,0.77,0.55
16,0.78,0.48
16,0.79,0.33
16,0.8,0.45
16,0.81,0.4
16,0.82,0.42
16,0.83,0.39
16,0.84,0.51
16,0.85,0.49
16,0.86,0.37
16,0.87,0.38
16,0.88,0.31
16,0.89,0.3
16,0.9,0.37
16,0.91,0.37
16,0.92,0.45
16,0.93,0.38
16,0.94,0.36
16,0.95,0.43
16,0.96,0.35
16,0.97,0.42
16,0.98,0.42
16,0.99,0.37
16,1.0,0.35
17,0.01,0.72
17,0.02,0.7
17,0.03,0.68
17,0.04,0.67
17,0.05,0.75
17,0.06,0.71
17,0.07,0.68
17,0.08,0.63
17,0.09,0.7
17,0.1,0.69
17,0.11,0.68
17,0.12,0.65
17,0.13,0.67
17,0.14,0.79
17,0.15,0.75
17,0.16,0.66
17,0.17,0.73
17,0.18,0.8
17,0.19,0.78
17,0.2,0.7
17,0.21,0.72
17,0.22,0.63
17,0.23,0.76
17,0.24,0.77
17,0.25,0.7
17,0.26,0.68
17,0.27,0.77
17,0.28,0.73
17,0.29,0.74
17,0.3,0.72
17,0.31,0.75
17,0.32,0.78
17,0.33,0.75
17,0.34,0.75
17,0.35,0.83
17,0.36,0.72
17,0.37,0.59
17,0.38,0.77
17,0.39,0.68
17,0.4,0.71
17,0.41,0.78
17,0.42,0.79
17,0.43,0.8
17,0.44,0.78
17,0.45,0.71
17,0.46,0.76
17,0.47,0.65
17,0.48,0.71
17,0.49,0.68
17,0.5,0.67
17,0.51,0.58
17,0.52,0.63
17,0.53,0.69
17,0.54,0.7
17,0.55,0.68
17,0.56,0.67
17,0.57,0.64
17,0.58,0.57
17,0.59,0.64
17,0.6,0.54
17,0.61,0.54
17,0.62,0.5
17,0.63,0.56
17,0.64,0.63
17,0.65,0.57
17,0.66,0.51
17,0.67,0.36
17,0.68,0.61
17,0.69,0.58
17,0.7,0.42
17,0.71,0.5
17,0.72,0.56
17,0.73,0.45
17,0.74,0.4
17,0.75,0.42
17,0.76,0.42
17,0.77,0.49
17,0.78,0.42
17,0.79,0.3
17,0.8,0.39
17,0.81,0.46
17,0.82,0.42
17,0.83,0.42
17,0.84,0.4
17,0.85,0.32
17,0.86,0.34
17,0.87,0.35
17,0.88,0.34
17,0.89,0.29
17,0.9,0.34
17,0.91,0.31
17,0.92,0.35
17,0.93,0.34
17,0.94,0.33
17,0.95,0.4
17,0.96,0.32
17,0.97,0.34
17,0.98,0.29
17,0.99,0.38
17,1.0,0.3
18,0.01,0.71
18,0.02,0.76
18,0.03,0.65
18,0.04,0.69
18,0.05,0.71
18,0.06,0.76
18,0.07,0.78
18,0.08,0.76
18,0.09,0.68
18,0.1,0.65
18,0.11,0.74
18,0.12,0.73
18,0.13,0.74
18,0.14,0.76
18,0.15,0.71
18,0.16,0.77
18,0.17,0.74
18,0.18,0.78
18,0.19,0.7
18,0.2,0.68
18,0.21,0.73
18,0.22,0.73
18,0.23,0.76
18,0.24,0.79
18,0.25,0.8
18,0.26,0.78
18,0.27,0.68
18,0.28,0.79
18,0.29,0.75
18,0.3,0.83
18,0.31,0.78
18,0.32,0.76
18,0.33,0.81
18,0.34,0.79
18,0.35,0.75
18,0.36,0.67
18,0.37,0.77
18,0.38,0.77
18,0.39,0.79
18,0.4,0.79
18,0.41,0.8
18,0.42,0.68
18,0.43,0.73
18,0.44,0.69
18,0.45,0.67
18,0.46,0.66
18,0.47,0.76
18,0.48,0.69
18,0.49,0.61
18,0.5,0.72
18,0.51,0.76
18,0.52,0.71
18,0.53,0.66
18,0.54,0.66
18,0.55,0.65
18,0.56,0.61
18,0.57,0.54
18,0.58,0.66
18,0.59,0.61
18,0.6,0.46
18,0.61,0.46
18,0.62,0.54
18,0.63,0.53
18,0.64,0.45
18,0.65,0.57
18,0.66,0.53
18,0.67,0.53
18,0.68,0.53
18,0.69,0.45
18,0.7,0.5
18,0.71,0.36
18,0.72,0.43
18,0.73,0.44
18,0.74,0.39
18,0.75,0.3
18,0.76,0.39
18,0.77,0.33
18,0.78,0.51
18,0.79,0.28
18,0.8,0.41
18,0.81,0.4
18,0.82,0.29
18,0.83,0.31
18,0.84,0.23
18,0.85,0.4
18,0.86,0.44
18,0.87,0.37
18,0.88,0.28
18,0.89,0.35
18,0.9,0.43
18,0.91,0.3
18,0.92,0.38
18,0.93,0.37
18,0.94,0.3
18,0.95,0.34
18,0.96,0.28
18,0.97,0.34
18,0.98,0.37
18,0.99,0.33
18,1.0,0.32
19,0.01,0.75
19,0.02,0.84
19,0.03,0.76
19,0.04,0.8
19,0.05,0.8
19,0.06,0.75
19,0.07,0.67
19,0.08,0.75
19,0.09,0.8
19,0.1,0.78
19,0.11,0.69
19,0.12,0.78
19,0.13,0.76
19,0.14,0.76
19,0.15,0.73
19,0.16,0.73
19,0.17,0.77
19,0.18,0.81
19,0.19,0.75
19,0.2,0.77
19,0.21,0.75
19,0.22,0.73
19,0.23,0.72
19,0.24,0.73
19,0.25,0.76
19,0.26,0.72
19,0.27,0.84
19,0.28,0.8
19,0.29,0.77
19,0.3,0.78
19,0.31,0.7
19,0.32,0.75
19,0.33,0.76
19,0.34,0.76
19,0.35,0.79
19,0.36,0.73
19,0.37,0.76
19,0.38,0.73
19,0.39,0.78
19,0.4,0.79
19,0.41,0.84
19,0.42,0.78
19,0.43,0.74
19,0.44,0.67
19,0.45,0.74
19,0.46,0.64
19,0.47,0.85
19,0.48,0.73
19,0.49,0.76
19,0.5,0.68
19,0.51,0.76
19,0.52,0.73
19,0.53,0.71
19,0.54,0.66
19,0.55,0.65
19,0.56,0.6
19,0.57,0.63
19,0.58,0.49
19,0.59,0.6
19,0.6,0.59
19,0.61,0.6
19,0.62,0.55
19,0.63,0.56
19,0.64,0.55
19,0.65,0.49
19,0.66,0.59
19,0.67,0.52
19,0.68,0.55
19,0.69,0.47
19,0.7,0.52
19,0.71,0.39
19,0.72,0.37
19,0.73,0.46
19,0.74,0.37
19,0.75,0.37
19,0.76,0.44
19,0.77,0.38
19,0.78,0.29
19,0.79,0.35
19,0.8,0.29
19,0.81,0.29
19,0.82,0.3
19,0.83,0.34
19,0.84,0.37
19,0.85,0.32
19,0.86,0.29
19,0.87,0.35
19,0.88,0.32
19,0.89,0.31
19,0.9,0.32
19,0.91,0.33
19,0.92,0.33
19,0.93,0.34
19,0.94,0.36
19,0.95,0.33
19,0.96,0.23
19,0.97,0.27
19,0.98,0.34
19,0.99,0.33
19,1.0,0.37
20,0.01,0.89
20,0.02,0.78
20,0.03,0.76
20,0.04,0.8
20,0.05,0.81
20,0.06,0.82
20,0.07,0.76
20,0.08,0.81
20,0.09,0.87
20,0.1,0.78
20,0.11,0.78
20,0.12,0.8
20,0.13,0.84
20,0.14,0.8
20,0.15,0.76
20,0.16,0.84
20,0.17,0.7
20,0.18,0.83
20,0.19,0.74
20,0.2,0.73
20,0.21,0.78
20,0.22,0.81
20,0.23,0.86
20,0.24,0.81
20,0.25,0.76
20,0.26,0.81
20,0.27,0.7
20,0.28,0.77
20,0.29,0.83
20,0.3,0.79
20,0.31,0.8
20,0.32,0.75
20,0.33,0.85
20,0.34,0.88
20,0.35,0.85
20,0.36,0.77
20,0.37,0.76
20,0.38,0.78
20,0.39,0.83
20,0.4,0.78
20,0.41,0.75
20,0.42,0.79
20,0.43,0.75
20,0.44,0.82
20,0.45,0.77
20,0.46,0.7
20,0.47,0.68
20,0.48,0.74
20,0.49,0.73
20,0.5,0.75
20,0.51,0.66
20,0.52,0.74
20,0.53,0.62
20,0.54,0.62
20,0.55,0.66
20,0.56,0.7
20,0.57,0.65
20,0.58,0.58
20,0.59,0.6
20,0.6,0.48
20,0.61,0.58
20,0.62,0.64
20,0.63,0.53
20,0.64,0.47
20,0.65,0.5
20,0.66,0.45
20,0.67,0.45
20,0.68,0.47
20,0.69,0.44
20,0.7,0.34
20,0.71,0.36
20,0.72,0.38
20,0.73,0.32
20,0.74,0.44
20,0.75,0.39
20,0.76,0.25
20,0.77,0.22
20,0.78,0.31
20,0.79,0.29
20,0.8,0.32
20,0.81,0.27
20,0.82,0.33
20,0.83,0.39
20,0.84,0.27
20,0.85,0.32
20,0.86,0.32
20,0.87,0.29
20,0.88,0.26
20,0.89,0.25
20,0.9,0.29
20,0.91,0.36
20,0.92,0.28
20,0.93,0.32
20,0.94,0.26
20,0.95,0.32
20,0.96,0.35
20,0.97,0.27
20,0.98,0.34
20,0.99,0.3
20,1.0,0.31
21,0.01,0.84
21,0.02,0.82
21,0.03,0.9
21,0.04,0.88
21,0.05,0.83
21,0.06,0.89
21,0.07,0.8
21,0.08,0.88
21,0.09,0.88
21,0.1,0.85
21,0.11,0.87
21,0.12,0.8
21,0.13,0.77
21,0.14,0.89
21,0.15,0.91
21,0.16,0.87
21,0.17,0.81
21,0.18,0.87
21,0.19,0.86
21,0.2,0.81
21,0.21,0.78
21,0.22,0.87
21,0.23,0.91
21,0.24,0.84
21,0.25,0.84
21,0.26,0.84
21,0.27,0.89
21,0.28,0.84
21,0.29,0.88
21,0.3,0.84
21,0.31,0.8
21,0.32,0.89
21,0.33,0.83
21,0.34,0.79
21,0.35,0.86
21,0.36,0.74
21,0.37,0.78
21,0.38,0.8
21,0.39,0.81
21,0.4,0.85
21,0.41,0.76
21,0.42,0.81
21,0.43,0.86
21,0.44,0.85
21,0.45,0.77
21,0.46,0.81
21,0.47,0.89
21,0.48,0.82
21,0.49,0.78
21,0.5,0.8
21,0.51,0.82
21,0.52,0.8
21,0.53,0.72
21,0.54,0.75
21,0.55,0.72
21,0.56,0.75
21,0.57,0.8
21,0.58,0.62
21,0.59,0.63
21,0.6,0.66
21,0.61,0.64
21,0.62,0.39
21,0.63,0.39
21,0.64,0.55
21,0.65,0.38
21,0.66,0.51
21,0.67,0.23
21,0.68,0.27
21,0.69,0.27
21,0.7,0.26
21,0.71,0.31
21,0.72,0.24
21,0.73,0.35
21,0.74,0.33
21,0.75,0.29
21,0.76,0.28
21,0.77,0.27
21,0.78,0.26
21,0.79,0.28
21,0.8,0.32
21,0.81,0.33
21,0.82,0.21
21,0.83,0.31
21,0.84,0.32
21,0.85,0.28
21,0.86,0.26
21,0.87,0.27
21,0.88,0.26
21,0.89,0.32
21,0.9,0.21
21,0.91,0.3
21,0.92,0.24
21,0.93,0.24
21,0.94,0.36
21,0.95,0.24
21,0.96,0.31
21,0.97,0.22
21,0.98,0.23
21,0.99,0.33
21,1.0,0.32
