num_edge,win_rate,error
201,0.67892,0.0020880020766273198
202,0.6755,0.002093799178526919
203,0.6758,0.002093295774609981
204,0.67624,0.0020925556738113325
205,0.67596,0.002093026891370486
206,0.67748,0.0020904585602206996
207,0.67854,0.0020886525244760076
208,0.67678,0.002091644480307301
209,0.67816,0.002089301387545607
210,0.67974,0.002086593071971629
211,0.67694,0.00209137388527255
212,0.68162,0.002083334709546212
213,0.67762,0.0020902207328413907
214,0.68012,0.0020859376098052405
215,0.67778,0.00208994866731219
216,0.68048,0.002085315178096587
217,0.6809,0.0020845872013422707
218,0.68242,0.002081936327556633
219,0.68014,0.0020859030677382877
220,0.68052,0.002085245930819672
221,0.68046,0.0020853497951183156
222,0.68668,0.0020743701579033573
223,0.68448,0.002078302815279814
224,0.6863,0.002075053300520254
225,0.6848,0.002077734150462951
226,0.68708,0.0020736493126852474
227,0.68188,0.002082881012444062
228,0.68348,0.0020800725448887596
229,0.68444,0.0020783738181568783
230,0.6836,0.0020798607645705516
231,0.68746,0.0020729628477133884
